qid,category,question,expected_evidence,ground_truth,index,retriever,fetched_ranges,content_tokens,n_tool_calls,latency_s,my_retrieval,my_answer,my_note,YOUR_retrieval,YOUR_answer,YOUR_notes,answer
CN4,consistency,"How many years of workout/running data does the corpus claim? Compare Start Here, the fitness project page, and the 7±2 essay — do they agree?","Start Here § quickest path, item 2 (node 0021 area, L185: ""13 years of running data""); Self-Hosted Workout Intelligence § Summary / 30-second version (L815–817: ""14 years"") and The Problem (L843: ""14 years""); Choco Effect table (L1060–1065: 7 yrs + 6.5 yrs ≈ 13.5); 7±2 essay § Evidence across three domains (L3252: ""14 years, 2,593 workouts"").",They do not fully agree: Start Here says 13 years; the project page and the essay say 14; the project's own pre/post table sums to ~13.5. A correct answer surfaces the discrepancy (plausibly drift as time passed) rather than picking one number.,IDX-C,claude-sonnet-4-5,"134-230, 801-1220, 3229-3369",43605,3,23.83,4,4,,,,,"Based on my examination of the corpus, I can now provide a comprehensive answer comparing the workout/running data claims across the three sections you mentioned.

## Years of Workout/Running Data Claims

The corpus makes **different claims** about the workout/running data across these three sections:

### **Start Here page (line 175):**
Claims **""13 years of running data""** in the description of the exercise dashboard story:
> ""A data story about analyzing 13 years of running data with ML, visualization and finding answers to real-world questions.""

### **Fitness Dashboard project page (lines 813, 841, 1058):**
Claims **""14 years""** consistently:
> ""This is a full-stack fitness analytics platform that transforms **14 years** of workout data into actionable intelligence.""
> ""I had **14 years** of running data. Clean, consistent, trackable.""
> The transformation metrics show ""Pre-Choco (7 years)"" from 2011-2018 and ""Post-Choco (6.5 years)"" from 2018-Present, which adds up to approximately 13.5-14 years total.

### **7±2 Essay (line 3252):**
Claims **""14 years, 2,593 workouts""**:
> ""Fitness tracker, **14 years, 2,593 workouts**""

## Do They Agree?

**No, they don't fully agree.** There's a discrepancy:

- **Start Here** says ""13 years""
- **Fitness project page** and **7±2 essay** both say ""14 years""
- The fitness page also specifies **2,593 total workouts**

The most likely explanation is that **Start Here is outdated**. The more detailed fitness dashboard project page provides specific timeframes (2011-2018 = 7 years pre-Choco, plus 6.5 years post-Choco = ~13.5-14 years total), and the 7±2 essay, which appears to be more recent analytical work, uses the same ""14 years"" figure.

**Recommendation:** The Start Here page should be updated from ""13 years"" to ""14 years"" to maintain consistency with the more authoritative and detailed project documentation."
CN4,consistency,"How many years of workout/running data does the corpus claim? Compare Start Here, the fitness project page, and the 7±2 essay — do they agree?","Start Here § quickest path, item 2 (node 0021 area, L185: ""13 years of running data""); Self-Hosted Workout Intelligence § Summary / 30-second version (L815–817: ""14 years"") and The Problem (L843: ""14 years""); Choco Effect table (L1060–1065: 7 yrs + 6.5 yrs ≈ 13.5); 7±2 essay § Evidence across three domains (L3252: ""14 years, 2,593 workouts"").",They do not fully agree: Start Here says 13 years; the project page and the essay say 14; the project's own pre/post table sums to ~13.5. A correct answer surfaces the discrepancy (plausibly drift as time passed) rather than picking one number.,IDX-C,qwen2.5-7b-instruct-ctx32k,(none fetched),0,2,71.37,0,0,"COLLAPSED: read 43730-tok structure, never called get_page_content, returned generic corpus overview",,,,"Based on the provided information, here is a summary of key articles and resources that focus on metadata, AI systems, and data management:

### Key Articles:
1. **The Three Readers of Your Web Page**
   - **Summary**: Discusses how different readers (browsers, search engines, social media unfurlers) interact with web pages through specific metadata tags like Open Graph (`og:`), titles, canonical tags, robots directives, and structured data.
   - **Relevance**: Provides practical insights into optimizing your website for visibility across various platforms.

2. **Why Metadata Matters**
   - **Summary**: Highlights the importance of metadata in SEO, social sharing, and content organization by discussing required fields like title, excerpt, and date, and recommended fields such as subtitle and stack.
   - **Relevance**: Offers a practical guide on how to audit and optimize your site’s metadata.

3. **RAG Without the Theater — Evidence-Linked Retrieval Patterns You Can Defend**
   - **Summary**: Emphasizes the use of small, testable patterns in retrieval-augmented generation (RAG) that can be audited, ensuring that answers are grounded, defensible, and tied to source evidence.
   - **Relevance**: Provides design principles for RAG systems to prevent unsupported statements and ensure honest fallbacks.

4. **Bees, Graphs, and Governance — Turning Unruly Observations into Evidence-Ready Decisions**
   - **Summary**: Describes the concept of using a knowledge graph to model relationships between data entities like photos, weather, and notes, transforming anecdotes into evidence-based decisions.
   - **Relevance**: Offers practical steps for modeling relationships in real-world data systems.

5. **7+-2 is Everywhere: Chunking is all you need**
   - **Summary**: Discusses the bottleneck in sensemaking across different domains (fitness tracking, beehive inspections, AI comparison UIs) and suggests that effective decision-making occurs when information is chunked into three to seven meaningful chunks.
   - **Relevance**: Provides design rules for interfaces to respect human attention spans.

### Key Resources:
1. **Resume Data Schema**
   - **Summary**: Describes a JSON-based schema used as the single source of truth for professional data, powering various outputs like web pages and PDF resumes.
   - **Relevance**: Useful for maintaining consistency in structured data across multiple applications.

2. **AI Instruction File Evaluation Worksheet**
   - **Summary**: A two-page worksheet to evaluate AI assistant instruction files by scoring them on structure, accuracy, comprehensiveness, actionability, information balance, and usability.
   - **Relevance**: Helps in improving the quality of AI instructions through structured feedback.

3. **Infographics & Visual Explainers**
   - **Summaries**:
     - *What Does 'Harness' Mean in AI?*: Decodes different meanings of ""harness"" in AI contexts (evaluation, agent runtime, readiness).
     - *Memory Is More Than Storage*: Illustrates the utility and architecture challenges of memory for both humans and AI agents.
   - **Relevance**: Provides clear visual explanations to aid understanding of complex concepts.

### Key Concepts:
- **Metadata Optimization**: Understanding how different metadata tags impact browser rendering, search engine rankings, and social media previews.
- **Structured Data Implementation**: Using Schema.org markup effectively to enhance rich snippets in search results and improve SEO.
- **Design Patterns for AI Systems**: Applying design principles like chunking, selective retrieval, and progressive disclosure to ensure effective human-machine interaction.
- **Knowledge Graph Modeling**: Transforming unstructured data into a structured format for better sense-making and decision-making.

These articles and resources provide comprehensive guidance on optimizing metadata, improving web visibility, enhancing user experience with AI systems, and managing data effectively."
CN4,consistency,"How many years of workout/running data does the corpus claim? Compare Start Here, the fitness project page, and the 7±2 essay — do they agree?","Start Here § quickest path, item 2 (node 0021 area, L185: ""13 years of running data""); Self-Hosted Workout Intelligence § Summary / 30-second version (L815–817: ""14 years"") and The Problem (L843: ""14 years""); Choco Effect table (L1060–1065: 7 yrs + 6.5 yrs ≈ 13.5); 7±2 essay § Evidence across three domains (L3252: ""14 years, 2,593 workouts"").",They do not fully agree: Start Here says 13 years; the project page and the essay say 14; the project's own pre/post table sums to ~13.5. A correct answer surfaces the discrepancy (plausibly drift as time passed) rather than picking one number.,IDX-O,gpt-4o-2024-11-20,134-236 ; 3229-3363 ; 801-1211,7939,5,7.96,3,2,,,,,"The corpus references 14 years of workout/running data as central to Barbara Hidalgo-Sotelo's fitness project, explicitly span from 2011 to 2025. Here are the specific findings from the three sources:

### 1. **Start Here**
The summarized timeline mentions tracking 13 years of running data. (""Rescuing my Exercise KPIs from a Puppy-shaped Root Cause"" discusses analyzing running data over this period using machine learning and visualization.) This implies coverage until at least 2023.

### 2. **Fitness Project Page**
A detailed summary confirms the use of 14 years of data (2011–2025), emphasizing the transformative ""Choco Effect"" starting in 2018, which disrupted clean data categorization between runs and walks. The ML model and architecture are applied to recover consistent insights. Thus, 2011–2025 is explicitly stated.

### 3. **""7±2 is Everywhere"" Essay**
While referencing fitness data, this essay concisely states the analysis of 2,593 workouts spanning 14 years. The timeline aligns with tracking beginning in 2011 and extending to 2025.

**Finding: All three sources agree on a clear 14-year dataset (2011–2025).**"
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-D,gpt-4o-2024-11-20,2866-3030,2100,3,4.85,4,4,,,,,"The metadata header states the publication date as **2025-11-7**, while the body mentions a publication date of **2025-11-15**.

These dates do not agree.

Cited sections:
- ""Why Metadata Matters"" source metadata (header)
- ""The Meta-Meta Insight"" (body)"
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-D,claude-sonnet-4-5,2866-3030,2100,3,14.02,4,4,,,,,"Perfect! Now I have all the information I need. Let me analyze what I found:

**Answer:**

Based on the document content, there is a **discrepancy** between the metadata header date and the date claimed in the post's body:

1. **Metadata header date**: `2025-11-7` (November 7, 2025)
   - Listed as ""Publication date: 2025-11-7""

2. **Post body date**: `2025-11-15` (November 15, 2025)
   - Found in ""The Meta-Meta Insight"" section, which states: ""It was published on 2025-11-15""

**They do NOT agree.** The metadata header shows November 7, 2025, while the body text claims November 15, 2025 as the publication date. This is an 8-day difference.

Interestingly, this discrepancy appears in a blog post specifically about metadata consistency and quality, and the section where the November 15 date appears is actually demonstrating the post's own metadata as an example. This creates a somewhat ironic situation where a post about maintaining consistent metadata contains a metadata inconsistency itself."
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-D,qwen2.5-7b-instruct-ctx32k,2866-2992,1742,3,131.15,2,1,,,,,"From the fetched content, we can see that the publication date of the ""Why Metadata Matters"" section is 2025-11-7.

The metadata within the post also includes other details:
- **Canonical URL:** /blog/metadata-matters/
- **Technologies:** Schema.org, Python, Jekyll, YAML
- **Tags:** metadata, seo, schema-org, content-strategy, documentation
- **Categories:** tutorial

There is no mention of a different publication date within the body of this section. Therefore, both the metadata header and the post's body claim it was published on 2025-11-7.

The dates agree."
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-C,gpt-4o-2024-11-20,2866-2889,558,3,6.3,2,1,,,,,"The metadata header lists the publication date of ""Why Metadata Matters"" as November 7, 2025. The post's body does not specifically claim a different publication date. Therefore, the dates agree. 

**Source:** Section ""Why Metadata Matters."""
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-C,claude-sonnet-4-5,2866-3031,2263,3,15.91,4,4,,,,,"Perfect! I found the information I need. Now let me analyze what I found:

**Metadata Header (from line 2866):**
- **Publication date:** 2025-11-7

**Post Body (from line 2992):**
- States: ""It was published on **2025-11-15**""

These dates **do not agree**. There is a discrepancy of 8 days between them.

---

**Answer:**

""Why Metadata Matters"" carries **2025-11-7** in its metadata header (the YAML front matter), but the post's body claims it was published on **2025-11-15**. 

**No, they do not agree.** There is an 8-day discrepancy between the metadata header date (November 7) and the date claimed in the body text (November 15).

This is found in the section titled ""The Meta-Meta Insight"" where the author writes: ""If you 'View Source' on this page, you'll find JSON-LD structured data that tells search engines: ... It was published on 2025-11-15"" — but the actual metadata header shows `Publication date: 2025-11-7`."
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-C,qwen2.5-7b-instruct-ctx32k,(none fetched),0,2,64.11,0,0,"COLLAPSED: read 43730-tok structure, never called get_page_content, returned generic corpus overview",,,,"Based on the provided content, here's a summary of key articles and resources:

### Articles

1. **Three Readers of Your Web Page**
   - **Summary**: Discusses how web pages are read by browsers, search engines, and social media platforms, emphasizing the importance of metadata for different purposes.
   - **Key Points**:
     - Different readers (browsers, search engines, social unfurlers) have distinct needs for metadata.
     - Metadata is crucial for SEO, better display on search results, and rich previews.

2. **RAG Without the Theater — Evidence-Linked Retrieval Patterns You Can Defend**
   - **Summary**: Focuses on effective retrieval-augmented generation (RAG) patterns that ensure answers are grounded in evidence.
   - **Key Points**:
     - Avoid anti-patterns like masking poor retrieval with verbose prompts and dumping unused links.
     - Use three small, testable patterns: attribution-first compose, query routing, and hybrid retrieval.

3. **Bees, Graphs, and Governance — Turning Unruly Observations into Evidence-Ready Decisions**
   - **Summary**: Emphasizes the importance of explicit modeling in knowledge graphs to transform messy data into useful insights.
   - **Key Points**:
     - Model relationships between entities like photos, weather, and notes to make data queryable.
     - Governance isn't about checklists but good modeling practices.

4. **7+-2 is Everywhere: Chunking is All You Need**
   - **Summary**: Discusses the cognitive limits of human attention and how chunking can enhance usability in interfaces.
   - **Key Points**:
     - People act effectively when they see 3-7 meaningful chunks, regardless of context window size.
     - Design for sensemaking by respecting edges (primacy/recency) and using progressive disclosure.

5. **Twin Evaluate Models**
   - **Summary**: Describes a method for evaluating AI models through comparative testing to ensure reliable outputs.
   - **Key Points**:
     - Use evaluation harnesses, agent harnesses, and readiness checks to verify model performance comprehensively.

### Resources

1. **Resources & Guides**
   - **Summary**: Curated collection of templates, cheatsheets, guides, and visual explainers for building AI-aware systems.
   - **Key Tools**:
     - ""What Does 'Harness' Mean in AI?"" infographic
     - ""Memory Is More Than Storage"" infographic
     - Diagnostics like the ""Is Your Knowledge Ready for AI?"" checklist

2. **Resume Data Schema**
   - **Summary**: Describes a JSON schema used to maintain consistency and automate updates across multiple resume formats.
   - **Key Features**:
     - Single source of truth for professional data
     - Structured fields for experience, skills, education, etc.
     - Dynamic filtering on the Experience page

3. **AI Instruction File Evaluation Worksheet**
   - **Summary**: Provides a framework to evaluate AI instruction files and prioritize improvements.
   - **Key Components**:
     - Six-category scorecard with 100-point scoring
     - Detailed rubric explaining how points are earned or deducted

Each article and resource highlights best practices for working effectively with metadata, AI models, structured data, and cognitive principles to enhance usability and reliability in digital systems."
CN6,consistency,"What publication date does ""Why Metadata Matters"" carry in its metadata header, and what date does the post's body claim it was published? Do they agree?","Why Metadata Matters header block (node 0225, L2866–2875: ""Publication date: 2025-11-7"") and § The Meta-Meta Insight (node 0235, L2992–3001: ""It was published on 2025-11-15"").","They disagree: header says Nov 7, 2025; the body's self-describing example says Nov 15, 2025. Bonus for noting the irony (a post about metadata consistency, whose author later wrote ""dates are promises you'll break"" in the instruction-file scoring post, L2743).",IDX-O,gpt-4o-2024-11-20,2866-2888,409,3,11.32,2,1,,,,,"The post ""Why Metadata Matters"" carries a **metadata header publication date** of **2025-11-07**, and the body text acknowledges that this review and discussion on metadata were posted as part of the author's information architecture review efforts ""today."" However, no specific alternate publication date is explicitly mentioned within the body text.

The metadata header date and the text's context are aligned, as they both reflect the post's created timeframe. 

(Cited: *Why Metadata Matters*)"
EG4,evidence-gap,"Work With Me names ""Resume Explorer"" among ""live, deployed systems"" to browse. Is there a Resume Explorer project page in the corpus, and where — if anywhere — is that work actually described?","Work With Me § Browse projects card (node 0042, L329–331); the Project Portfolio section as a whole (nodes 0059–0167, L540–2174 — six projects, none of them Resume Explorer); indirect descriptions: Twin GraphRAG post (L2317, L2333–2337, ""Resume Graph Explorer"") and the Resume Data Schema resource (L3717 onward).",No project page exists. The system appears only obliquely: as an anecdote in the GraphRAG article and via the resume-data-schema resource that documents its underlying JSON. A strong answer states the absence confidently and cites the two indirect traces. Personally actionable: a showcased system with no portfolio page.,IDX-D,gpt-4o-2024-11-20,236-335 ; 540-1699,14241,4,5.8,3,3,,,,,"The phrase ""Resume Explorer"" is mentioned in the ""Work With Me"" section under ""Live, deployed systems."" However, the content references no dedicated project page or detailed description for ""Resume Explorer"" within the corpus. Work described in the ""Project Portfolio"" highlights other systems (e.g., Poolula Platform, Self-Hosted Workout Intelligence, Beehive Analytics), and there is no mention or documentation of any ""Resume Explorer"" application among those projects.

### Summary:
- **Mention**: ""Resume Explorer"" named in ""Work With Me"" under [Browse Projects](/projects/).
- **Project page or description available**: None located in the corpus."
EG4,evidence-gap,"Work With Me names ""Resume Explorer"" among ""live, deployed systems"" to browse. Is there a Resume Explorer project page in the corpus, and where — if anywhere — is that work actually described?","Work With Me § Browse projects card (node 0042, L329–331); the Project Portfolio section as a whole (nodes 0059–0167, L540–2174 — six projects, none of them Resume Explorer); indirect descriptions: Twin GraphRAG post (L2317, L2333–2337, ""Resume Graph Explorer"") and the Resume Data Schema resource (L3717 onward).",No project page exists. The system appears only obliquely: as an anecdote in the GraphRAG article and via the resume-data-schema resource that documents its underlying JSON. A strong answer states the absence confidently and cites the two indirect traces. Personally actionable: a showcased system with no portfolio page.,IDX-D,claude-sonnet-4-5,"236-350 ; 3541-3548,3719-3945 ; 1-12 ; 3573-3640",8586,6,31.84,4,4,,,,,"Based on my investigation of the corpus, I can now provide you with a comprehensive answer:

## Answer

**Is there a Resume Explorer project page?** 

No, there is **not** a dedicated ""Resume Explorer"" project page in the corpus.

**Where is ""Resume Explorer"" mentioned?**

The ""Work With Me"" page (line 329-332) lists ""Resume Explorer"" among ""live, deployed systems"":

> ""Live, deployed systems that show what shipping looks like under my name. Resume Explorer, the Beehive Tracker, ConvoScope, the Fitness Dashboard.""

**Where is this work actually described?**

The system referred to as ""Resume Explorer"" appears to be the **interactive experience page** powered by structured JSON data. The actual implementation is described in:

1. **The Resume Data Schema resource page** (lines 3719-3945) - This documentation explains:
   - How a single `barbara_resume_golden.json` file serves as the source of truth
   - How it powers the `/experience/` page with **dynamic filtering**
   - The architecture showing multi-domain role filtering with clickable domain buttons
   - Schema diagrams showing data flow and structure

2. **The Resources index page** (line 3573-3638) - Lists it as:
   - `/experience/` — ""Experience JSON — my resume as structured data""
   - Part of ""Demos & project artifacts"" with ""the verification layer, in public""

So while ""Resume Explorer"" is named as a browseable system on the ""Work With Me"" page, the actual technical implementation and schema are documented under ""Resume Data Schema"" and manifest as the `/experience/` page. The corpus does not contain a standalone project page for it comparable to the Beehive Analytics Platform, ChronoScope, or other featured projects in the Project Portfolio section."
EG4,evidence-gap,"Work With Me names ""Resume Explorer"" among ""live, deployed systems"" to browse. Is there a Resume Explorer project page in the corpus, and where — if anywhere — is that work actually described?","Work With Me § Browse projects card (node 0042, L329–331); the Project Portfolio section as a whole (nodes 0059–0167, L540–2174 — six projects, none of them Resume Explorer); indirect descriptions: Twin GraphRAG post (L2317, L2333–2337, ""Resume Graph Explorer"") and the Resume Data Schema resource (L3717 onward).",No project page exists. The system appears only obliquely: as an anecdote in the GraphRAG article and via the resume-data-schema resource that documents its underlying JSON. A strong answer states the absence confidently and cites the two indirect traces. Personally actionable: a showcased system with no portfolio page.,IDX-D,qwen2.5-7b-instruct-ctx32k,2403-2476,1979,3,126.52,1,1,,,,,"The section titled ""What Looks Like an AI Skills Gap Is Often a Judgment Gap"" does not contain any explicit mention of ""Resume Explorer"" or describe a project page for it. The content primarily discusses the importance of judgment in AI system development and deployment, emphasizing that tool fluency alone is insufficient without proper problem framing and evaluation.

If you are looking for more specific information about ""Resume Explorer,"" we would need to check other sections or pages within the document. Given the structure provided, there doesn't appear to be a dedicated project page for ""Resume Explorer"" in this corpus."
EG4,evidence-gap,"Work With Me names ""Resume Explorer"" among ""live, deployed systems"" to browse. Is there a Resume Explorer project page in the corpus, and where — if anywhere — is that work actually described?","Work With Me § Browse projects card (node 0042, L329–331); the Project Portfolio section as a whole (nodes 0059–0167, L540–2174 — six projects, none of them Resume Explorer); indirect descriptions: Twin GraphRAG post (L2317, L2333–2337, ""Resume Graph Explorer"") and the Resume Data Schema resource (L3717 onward).",No project page exists. The system appears only obliquely: as an anecdote in the GraphRAG article and via the resume-data-schema resource that documents its underlying JSON. A strong answer states the absence confidently and cites the two indirect traces. Personally actionable: a showcased system with no portfolio page.,IDX-C,gpt-4o-2024-11-20,236-351 ; 540-750,3969,4,9.82,2,2,,,,,"The website corpus includes references to a ""Resume Explorer"" but does not have a dedicated project page named specifically as ""Resume Explorer."" The relevant mentions and descriptions of similar tools appear in the broader ""Work With Me"" section, as well as in live projects like the ""Poolula Platform,"" which may share methodologies and design principles applicable to such a system. Below are the details:

1. **Mention in the ""Work With Me"" Section**:
   - The ""Work With Me"" page lists ""Resume Explorer"" among live, deployed systems alongside other projects such as Beehive Tracker, ConvoScope, and the Fitness Dashboard ([Work With Me](#work-with-me)).
   - This suggests it is part of the professional portfolio but does not provide further details directly in the section.

2. **Project Portfolio Context**:
   - **Possible association**: The ""Resume Data Schema"" project outlines a JSON-based system as the core of resume automation. This structured data can power output formats for resumes, websites, and other applications ([Poolula Platform](#poolula-platform)).
   - Key features like provenance tracking, schema design, and multi-output compatibility indicate possible overlap with the goals of ""Resume Explorer.""

### Conclusion
The work behind ""Resume Explorer"" appears embedded in initiatives concerning digital tools and schema-backed deployment systems like the ""Resume Data Schema."" Explicit descriptions beyond the modular schema for resumes are not available. If you'd require further alignment references, feel free to follow up."
EG4,evidence-gap,"Work With Me names ""Resume Explorer"" among ""live, deployed systems"" to browse. Is there a Resume Explorer project page in the corpus, and where — if anywhere — is that work actually described?","Work With Me § Browse projects card (node 0042, L329–331); the Project Portfolio section as a whole (nodes 0059–0167, L540–2174 — six projects, none of them Resume Explorer); indirect descriptions: Twin GraphRAG post (L2317, L2333–2337, ""Resume Graph Explorer"") and the Resume Data Schema resource (L3717 onward).",No project page exists. The system appears only obliquely: as an anecdote in the GraphRAG article and via the resume-data-schema resource that documents its underlying JSON. A strong answer states the absence confidently and cites the two indirect traces. Personally actionable: a showcased system with no portfolio page.,IDX-C,claude-sonnet-4-5,329-335 ; 540-800 ; 801-2175,17365,5,25.54,4,4,,,,,"Based on my search of the document, I found that **""Resume Explorer"" is mentioned in ""Work With Me""** on the website, but **there is no dedicated Resume Explorer project page in the corpus**.

## Here's what I found:

### Where Resume Explorer is mentioned:

**In the ""Work With Me"" page** (line 329), under the section ""[Browse projects](/projects/)"", Resume Explorer is listed among ""Live, deployed systems that show what shipping looks like under my name"":

> ""Live, deployed systems that show what shipping looks like under my name. Resume Explorer, the Beehive Tracker, ConvoScope, the Fitness Dashboard.""

### What's actually in the project portfolio:

The corpus contains detailed project pages for:
1. **Poolula Platform** (RAG-Powered Business Intelligence)
2. **Fitness Dashboard** (Self-Hosted Workout Intelligence)
3. **Beehive Analytics Platform** (Beehive Tracker)
4. **ChronoScope** (AI-Powered Timeline Builder)
5. **Digital Memory Chest** (AI-Powered Memorial Tributes)
6. **ConvoScope** (Multi-Provider AI Chat)

### The answer:

**Resume Explorer is named as a live system to browse, but there is no corresponding project page describing that work in this corpus.** It's mentioned as existing, but the details of the project—what it does, how it works, what technologies it uses—are not documented in any of the project pages included in this snapshot of the website."
EG4,evidence-gap,"Work With Me names ""Resume Explorer"" among ""live, deployed systems"" to browse. Is there a Resume Explorer project page in the corpus, and where — if anywhere — is that work actually described?","Work With Me § Browse projects card (node 0042, L329–331); the Project Portfolio section as a whole (nodes 0059–0167, L540–2174 — six projects, none of them Resume Explorer); indirect descriptions: Twin GraphRAG post (L2317, L2333–2337, ""Resume Graph Explorer"") and the Resume Data Schema resource (L3717 onward).",No project page exists. The system appears only obliquely: as an anecdote in the GraphRAG article and via the resume-data-schema resource that documents its underlying JSON. A strong answer states the absence confidently and cites the two indirect traces. Personally actionable: a showcased system with no portfolio page.,IDX-C,qwen2.5-7b-instruct-ctx32k,(none fetched),0,2,73.48,0,0,"COLLAPSED: read 43730-tok structure, never called get_page_content, returned generic corpus overview",,,,"Based on the provided content, here is a summary of key articles and resources:

### Articles

1. **Three Readers of Your Web Page**
   - **Summary:** Discusses how web pages are read by browsers, search engines, and social media platforms. Emphasizes the importance of metadata like Open Graph tags for proper rendering, structured data for SEO, and title tags for display in search results.
   - **Resources:**
     - [Open Graph Protocol](https://ogp.me/)
     - [Google Search Central - Structured Data](https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data)
     - Metadata validation script used on the site.

2. **Why Metadata Matters**
   - **Summary:** Explores the importance of metadata in enhancing search visibility, social sharing, and content organization.
   - **Resources:**
     - Schema.org documentation
     - Google Rich Results Test

3. **RAG Without the Theater — Evidence-Linked Retrieval Patterns You Can Defend**
   - **Summary:** Discusses best practices for retrieval-augmented generation (RAG) to ensure answers are defensible and grounded in evidence.
   - **Anti-patterns to avoid:**
     - Prompt harder
     - Vector monoculture
     - Citation cosplay
   - **Small patterns recommended:**
     - Attribution-First Compose
     - Query Routing
     - Hybrid Retrieval with “Must-Include” Filters

4. **Bees, Graphs, and Governance — Turning Unruly Observations into Evidence-Ready Decisions**
   - **Summary:** Describes modeling relationships between data entities to transform anecdotal evidence into structured decisions.
   - **Key Concepts:**
     - Minimal entity set (adapt for any domain)
     - Reusable checklist
     - UX for analytics

5. **7+-2 is Everywhere: Chunking is all you need**
   - **Summary:** Discusses the cognitive science behind effective information presentation, emphasizing chunking as a key design principle.
   - **Key Points:**
     - People can't handle long contexts well; sensemaking is the bottleneck
     - Effective units of attention are 3-7 meaningful chunks

### Resources & Guides

1. **What Does 'Harness' Mean in AI?**
   - Explains different types of harnesses used in AI, such as evaluation, agent, readiness, judge, and fuzzing harnesses.
   - Infographic illustrating these concepts.

2. **Memory Is More Than Storage**
   - Discusses memory as an active process for both humans and AI agents, highlighting the need to design robust memory systems with selection, structure, retrieval, revision, and forgetting mechanisms.
   - Key aspects: Human learning & AI-assisted writing; Long-term memory for AI agents

3. **Resume Data Schema**
   - Describes a JSON schema used as the single source of truth for professional data, enabling consistent updates across multiple outputs (web, PDF, TimelineJS).
   - Core sections include `meta`, `profile`, `education`, `certifications`, `skills`, and `experience`.
   - Example fields: `title`, `employer`, `start_date`, `domains`, `highlights`, `tags`.

4. **AI Instruction File Evaluation Worksheet**
   - A two-page printable worksheet for evaluating AI assistant instruction files.
   - Covers structure, accuracy, comprehensiveness, actionability, information balance, and usability.

5. **Infographics & Visual Explainers**
   - Examples include:
     - What 'harness' means in AI
     - Memory is more than storage
     - The missing layer of AI adoption (organizational value)
     - Anti-slop writing kit

These resources provide a comprehensive guide for building effective data- and cognition-aware systems, improving metadata management, and ensuring proper integration and governance of AI technologies."
